,statefy,appno,fullstate,saa,applname,appladdress,applcity,applstate,applzip,zipfour,applstatus,applduns,applinst,insttype,appldisc,neaprimoutcome,congdistr,projdisc,majdisc,disctype,acttype,pdcpt,artsed,artsedname,individnum,artistsnum,youthben,grace,prace,amtrequest,applaward,amtspent,expenses,revenue,inkindctrb,neashare,saashare,othershare,neaprog,msatype,instname,actname,discname,neaprimoutcomename,tigercong,cdsession,county,idein,adultsengaged,childrenengaged,popbenrace,popbenage,popbendistinct,hobie,uniqueid,xlongitude,ylatitude,CityExistsInExcel,artsednew,G_popbenrace,N_popbenrace,W_popbenrace,B_popbenrace,H_popbenrace,-1_popbenrace,P_popbenrace,A_popbenrace,SAP_neaprog,-1_neaprog,PAU_neaprog,PAE_neaprog,PAC_neaprog,POL_neaprog,PAM_neaprog,AES_neaprog,PA_neaprog,P_neaprog,P_pdcpt,Y_pdcpt,I_pdcpt,A_pdcpt,G_popbendist,-1_popbendist,D_popbendist,P_popbendist,Y_popbendist,M_popbendist,E_popbendist,I_popbendist,1_popbenage,-1_popbenage,2_popbenage,3_popbenage,4_popbenage,9_popbenage
2975,2014,2014OK00162    ,Oklahoma,OK,"ARTIST INCUBATION, INC.",421 N Main St,guymon,OK,73942-4315,     ,2,794523006,15,ART,5,,,14,14,Multidisciplinary,12,,01A,Arts Ed: K-12,96,1,50.0,,99,2500,2500,2500,5335,5335,1100.0,0,2500,0,-1,OM,Arts Center,Arts Instruction,Multidisciplinary,Learning,3.0,,Texas,,,,-1,-1,-1,5036,5036,-101.481494,36.682117,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2976,2014,2014OK00015    ,Oklahoma,OK,"ARTIST INCUBATION, INC.",421 N Main St,guymon,OK,73942-4315,     ,2,794523006,15,ART,5,,,14,14,Multidisciplinary,33,P,99,Not Arts Ed,436,11,125.0,,99,2500,2500,2500,6900,6900,1500.0,0,2500,0,-1,OM,Arts Center,Building Public Awareness,Multidisciplinary,Engagement,3.0,,Texas,,,,-1,-1,-1,4443,4443,-101.481494,36.682117,1,99,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2977,2014,2014OK00165    ,Oklahoma,OK,"ARTS & HUMANITIES COUNCIL OF TULSA, INC.",2210 S Main St,tulsa,OK,74114-1100,     ,2,80593049,16,ART,14,,,14,14,Multidisciplinary,5,,99,Not Arts Ed,74000,44,29500.0,,99,17500,17500,17500,17500,17500,0.0,17500,0,0,-1,M,Arts Council/Agency,Performance/Reading,Multidisciplinary,Learning,1.0,,Tulsa,,,,-1,-1,-1,4445,4445,-95.987559,36.132115,1,99,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2978,2014,2014OK00164    ,Oklahoma,OK,"ARTS & HUMANITIES COUNCIL OF TULSA, INC.",2210 S Main St,tulsa,OK,74114-1100,     ,2,80593049,16,ART,14,,,14,14,Multidisciplinary,12,,01A,Arts Ed: K-12,7845,45,2300.0,,99,22377,22377,22376,430448,430448,0.0,11188,11188,0,-1,M,Arts Council/Agency,Arts Instruction,Multidisciplinary,Learning,1.0,,Tulsa,,,,-1,-1,-1,4299,4299,-95.987559,36.132115,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2979,2014,2014OK00163    ,Oklahoma,OK,"ARTS & HUMANITIES COUNCIL OF TULSA, INC.",2210 S Main St,tulsa,OK,74114-1100,     ,2,80593049,16,ART,14,,,14,14,Multidisciplinary,12,,01A,Arts Ed: K-12,65470,45,65000.0,,99,33565,33565,33565,645672,645672,0.0,0,33565,0,-1,M,Arts Council/Agency,Arts Instruction,Multidisciplinary,Learning,1.0,,Tulsa,,,,-1,-1,-1,4300,4300,-95.987559,36.132115,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2980,2014,2014OK00166    ,Oklahoma,OK,ARTS ADVENTURE FOUNDATION,2809 Field Crest Dr,ponca city,OK,74604-3209,     ,2,790636000,49,ART,14,,,14,14,Multidisciplinary,12,,01A,Arts Ed: K-12,384,24,160.0,,99,5155,5000,5000,35912,35912,10080.0,0,5000,0,-1,OM,Arts Camp/Institute,Arts Instruction,Multidisciplinary,Learning,3.0,,Osage,,,,-1,-1,-1,2565,2565,-97.046592,36.736575,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2981,2014,2014OK00167    ,Oklahoma,OK,ARTS COUNCIL OF OKLAHOMA CITY,400 W California Ave,oklahoma city,OK,73102-5002,     ,2,82561382,16,ART,14,,,14,14,Multidisciplinary,8,"I,P",02A,Some AE: K-12,954150,1124,152000.0,,99,94884,94884,94884,1420635,1420635,0.0,12250,82634,0,-1,M,Arts Council/Agency,Fair/Festival,Multidisciplinary,Engagement,5.0,,Oklahoma,,,,-1,-1,-1,4316,4316,-97.521291,35.465301,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2982,2014,2014OK00168    ,Oklahoma,OK,ARTS COUNCIL OF OKLAHOMA CITY,400 W California Ave,oklahoma city,OK,73102-5002,     ,2,82561382,16,ART,14,,,14,14,Multidisciplinary,12,Y,01A,Arts Ed: K-12,1036,24,831.0,,99,8856,8856,8856,132651,132651,0.0,4428,4428,0,-1,M,Arts Council/Agency,Arts Instruction,Multidisciplinary,Learning,5.0,,Oklahoma,,,,-1,-1,-1,4317,4317,-97.521291,35.465301,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2983,2014,2014OK00169    ,Oklahoma,OK,"ARTS FOR ALL, INC.",Po Box 592,lawton,OK,73502-0592,     ,2,183697499,17,ART,14,,,11,11,Other            ,8,,01A,Arts Ed: K-12,1231,6,825.0,,99,1200,1200,1200,5390,5390,1800.0,0,1200,0,-1,M,Arts Service Organization,Fair/Festival,Interdisciplinary,Understanding,4.0,,Comanche,,,,-1,-1,-1,4959,4959,-98.39,34.6086,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2984,2014,2014OK00170    ,Oklahoma,OK,ATOKA PSD-ATOKA ELEMENTARY,706 Greathouse Dr,atoka,OK,74525,     ,5,13654249,21,EDU,14,,,2,2,Performing Arts  ,5,P,01A,Arts Ed: K-12,432,2,400.0,,99,1050,1050,1050,1300,1300,0.0,0,1050,0,-1,OM,Elementary School,Performance/Reading,Music,Learning,2.0,,Atoka,,,,-1,-1,-1,4521,4521,-96.145439,34.390936,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2985,2014,2014OK00171    ,Oklahoma,OK,ATOKA-COAL INTERLOCAL COOPERATIVE,Po Box 1231,atoka,OK,74525-6231,     ,5,86711780,25,EDU,15,,,14,14,Multidisciplinary,4,Y,01A,Arts Ed: K-12,58,1,55.0,,99,2250,2250,2250,2500,2500,0.0,0,2250,0,-1,OM,Other School,Artwork Creation,Multidisciplinary,Learning,2.0,,Atoka,,,,-1,-1,-1,4528,4528,-96.1059,34.3557,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2986,2014,2014OK00173    ,Oklahoma,OK,AUTISMOKLAHOMA.ORG,2801 NW 154th St,edmond,OK,73013-8805,     ,2,966402963,50,COM,15,,,5,5,Visual Arts      ,33,"A,Y",01D,Arts Ed: Adult,483,7,73.0,,99,2500,2500,2500,5236,5236,750.0,0,2500,0,-1,M,Social Svc Org,Building Public Awareness,Visual Arts,Learning,5.0,,Oklahoma,,,,-1,-1,-1,4173,4173,-97.563799,35.627075,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2987,2014,2014OK00172    ,Oklahoma,OK,AUTISMOKLAHOMA.ORG,2801 NW 154th St,edmond,OK,73013-8805,     ,2,966402963,50,COM,15,,,9,9,Other            ,16,"A,Y",01D,Arts Ed: Adult,320,5,15.0,,99,2500,2500,2500,6754,6754,2000.0,0,2500,0,-1,M,Social Svc Org,Recording/Filming,Media Arts,Learning,5.0,,Oklahoma,,,,-1,-1,-1,4990,4990,-97.563799,35.627075,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2988,2014,2014OK00018    ,Oklahoma,OK,BARTHELMES CONSERVATORY,907 S Detroit Ave Ste 910,tulsa,OK,74120-4205,     ,2,171909061,48,ART,2,,,2,2,Performing Arts  ,12,Y,01A,Arts Ed: K-12,501,1,300.0,,99,1555,1250,1250,17950,17950,8500.0,0,1250,0,-1,M,School of the Arts,Arts Instruction,Music,Learning,1.0,,Tulsa,,,,-1,-1,-1,4045,4045,-95.984307,36.148724,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2989,2014,2014OK00017    ,Oklahoma,OK,BARTHELMES CONSERVATORY,907 S Detroit Ave Ste 910,tulsa,OK,74120-4205,     ,2,171909061,48,ART,2,,,2,2,Performing Arts  ,12,Y,01A,Arts Ed: K-12,501,1,300.0,,99,3100,2500,2500,27385,27385,16200.0,0,2500,0,-1,M,School of the Arts,Arts Instruction,Music,Learning,1.0,,Tulsa,,,,-1,-1,-1,4047,4047,-95.984307,36.148724,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2990,2014,2014OK00016    ,Oklahoma,OK,BARTHELMES CONSERVATORY,907 S Detroit Ave Ste 910,tulsa,OK,74120-4205,     ,2,171909061,48,ART,2,,,2,2,Performing Arts  ,12,Y,01A,Arts Ed: K-12,2251,1,750.0,,99,3100,2800,2800,17365,17365,7290.0,0,2800,0,-1,M,School of the Arts,Arts Instruction,Music,Learning,1.0,,Tulsa,,,,-1,-1,-1,4035,4035,-95.984307,36.148724,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2991,2014,2014OK00175    ,Oklahoma,OK,BARTHELMES CONSERVATORY,907 S Detroit Ave Ste 910,tulsa,OK,74120-4205,     ,2,171909061,48,ART,2,,,2,2,Performing Arts  ,12,Y,01A,Arts Ed: K-12,501,1,300.0,,99,3100,2800,2800,21115,21115,10800.0,0,2800,0,-1,M,School of the Arts,Arts Instruction,Music,Learning,1.0,,Tulsa,,,,-1,-1,-1,4041,4041,-95.984307,36.148724,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2992,2014,2014OK00174    ,Oklahoma,OK,BARTHELMES CONSERVATORY,907 S Detroit Ave Ste 910,tulsa,OK,74120-4205,     ,2,171909061,48,ART,2,,,14,14,Multidisciplinary,12,,01C,Arts Ed: Pre-K,360,1,119.0,,99,5040,4500,4500,13540,13540,0.0,0,4500,0,-1,M,School of the Arts,Arts Instruction,Multidisciplinary,Learning,1.0,,Tulsa,,,,-1,-1,-1,4042,4042,-95.984307,36.148724,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2993,2014,2014OK00019    ,Oklahoma,OK,BARTLESVILLE CHORAL SOCIETY,Po Box 283,bartlesville,OK,74005-0283,     ,2,788606668,5,ART,2,,,2,2,Performing Arts  ,5,,02A,Some AE: K-12,627,87,81.0,,99,3995,3650,3650,26579,26579,11780.0,0,3650,0,-1,OM,Perf Group: Community,Performance/Reading,Music,Engagement,1.0,,Washington,,,,-1,-1,-1,3868,3868,-95.9805,36.7472,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2994,2014,2014OK00020    ,Oklahoma,OK,BARTLESVILLE CHORAL SOCIETY,Po Box 283,bartlesville,OK,74005-0283,     ,2,788606668,5,ART,2,,,2,2,Performing Arts  ,5,P,02B,Some AE: Higher Ed,599,83,73.0,,99,2675,2350,2350,24334,24334,14710.0,0,2350,0,-1,OM,Perf Group: Community,Performance/Reading,Music,Engagement,1.0,,Washington,,,,-1,-1,-1,3916,3916,-95.9805,36.7472,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2995,2014,2014OK00021    ,Oklahoma,OK,BARTLESVILLE CHORAL SOCIETY,Po Box 283,bartlesville,OK,74005-0283,     ,2,788606668,5,ART,2,,,2,2,Performing Arts  ,5,P,02B,Some AE: Higher Ed,643,73,63.0,,99,1500,1200,1200,27555,27555,16000.0,0,1200,0,-1,OM,Perf Group: Community,Performance/Reading,Music,Engagement,1.0,,Washington,,,,-1,-1,-1,3861,3861,-95.9805,36.7472,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2996,2014,2014OK00022    ,Oklahoma,OK,BARTLESVILLE CIVIC BALLET,Po Box 921,bartlesville,OK,74005-0921,     ,2,9561627,5,ART,1,,,1,1,Performing Arts  ,5,P,01A,Arts Ed: K-12,1906,6,650.0,,99,4000,3400,3400,88851,88851,9850.0,0,3400,0,-1,OM,Perf Group: Community,Performance/Reading,Dance,Engagement,1.0,,Washington,,,,-1,-1,-1,3815,3815,-95.9805,36.7472,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2997,2014,2014OK00023    ,Oklahoma,OK,BARTLESVILLE COMMUNITY CENTER,Po Box 1027,bartlesville,OK,74005-1027,     ,2,361572159,32,COM,15,,,3,3,Performing Arts  ,5,"I,P",02A,Some AE: K-12,6215,164,578.0,,99,50200,20200,20200,321650,321650,35650.0,0,20200,0,-1,OM,Community Svc Org,Performance/Reading,Opera/Mus. Theatre,Engagement,1.0,,Washington,,,,-1,-1,-1,3851,3851,-95.9805,36.7472,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2998,2014,2014OK00024    ,Oklahoma,OK,BARTLESVILLE SYMPHONY ORCHESTRA,Po Box 263,bartlesville,OK,74005-0263,     ,2,25912960,3,ART,2,,,2,2,Performing Arts  ,5,"I,P",02A,Some AE: K-12,4985,193,1025.0,,99,39900,39900,39900,227623,227623,0.0,12250,27650,0,-1,OM,Performing Group,Performance/Reading,Music,Engagement,1.0,,Washington,,,,-1,-1,-1,4308,4308,-95.9805,36.7472,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2999,2014,2014OK00025    ,Oklahoma,OK,"BELL HOUSE ARTS, INC.",9926 N Ashfield Rd,owasso,OK,74055-5100,     ,2,8987365,17,ART,1,,,1,1,Performing Arts  ,8,"I,P",02D,Some AE: Adult,167,57,20.0,,99,1587,1285,1587,2683,2683,0.0,0,1587,0,-1,M,Arts Service Organization,Fair/Festival,Dance,Engagement,2.0,,Rogers,,,,-1,-1,-1,4442,4442,-95.745003,36.298117,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3000,2014,2014OK00026    ,Oklahoma,OK,BELLE ISLE ENTERPRISE MIDDLE SCHOOL,5904 N Villa Ave,oklahoma city,OK,73112-7157,     ,8,159303072,22,EDU,14,,,5,5,Visual Arts      ,20,,01A,Arts Ed: K-12,290,1,273.0,,99,2500,2500,2500,2809,2809,0.0,0,2500,0,-1,M,Middle School,School Residency,Visual Arts,Learning,5.0,,Oklahoma,,,,-1,-1,-1,4592,4592,-97.556388,35.531052,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3001,2014,2014OK00029    ,Oklahoma,OK,BLACK LIBERATED ARTS CENTER,Po Box 11014,oklahoma city,OK,73136-0014,     ,2,622839009,15,ART,14,,,14,14,Multidisciplinary,29,,01D,Arts Ed: Adult,145,5,30.0,,99,14675,14675,14675,61193,61193,0.0,6518,8157,0,-1,M,Arts Center,Professional Dev/Training,Multidisciplinary,Learning,5.0,,Oklahoma,,,,-1,-1,-1,4360,4360,-97.4778,35.4946,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3002,2014,2014OK00027    ,Oklahoma,OK,BLACK LIBERATED ARTS CENTER,Po Box 11014,oklahoma city,OK,73136-0014,     ,2,622839009,15,ART,14,,,14,14,Multidisciplinary,5,P,02A,Some AE: K-12,3420,120,300.0,,B,18868,18868,18868,78677,78677,0.0,8250,10618,0,-1,M,Arts Center,Performance/Reading,Multidisciplinary,Understanding,5.0,,Oklahoma,,,,-1,-1,-1,4358,4358,-97.4778,35.4946,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3003,2014,2014OK00028    ,Oklahoma,OK,BLACK LIBERATED ARTS CENTER,Po Box 11014,oklahoma city,OK,73136-0014,     ,2,622839009,15,ART,14,,,1,1,Performing Arts  ,12,P,01A,Arts Ed: K-12,116,4,100.0,,B,8386,8386,8386,34968,34968,0.0,0,8386,0,-1,M,Arts Center,Arts Instruction,Dance,Learning,5.0,,Oklahoma,,,,-1,-1,-1,4359,4359,-97.4778,35.4946,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3004,2014,2014OK00031    ,Oklahoma,OK,BRIGHTMUSIC SOCIETY OF OKLAHOMA,Po Box 20254,oklahoma city,OK,73156-0254,     ,2,791219186,47,ART,2,,,2,2,Performing Arts  ,5,A,99,Not Arts Ed,156,6,15.0,,99,6077,2000,2000,15043,15043,3100.0,0,2000,0,-1,M,Cultural Series Organizat,Performance/Reading,Music,Engagement,5.0,,Oklahoma,,,,-1,-1,-1,3771,3771,-97.5489,35.5659,1,99,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3005,2014,2014OK00033    ,Oklahoma,OK,BRIGHTMUSIC SOCIETY OF OKLAHOMA,Po Box 20254,oklahoma city,OK,73156-0254,     ,2,791219186,47,ART,2,,,2,2,Performing Arts  ,5,A,99,Not Arts Ed,147,7,20.0,,99,5258,1500,1500,13524,13524,2800.0,0,1500,0,-1,M,Cultural Series Organizat,Performance/Reading,Music,Engagement,5.0,,Oklahoma,,,,-1,-1,-1,3772,3772,-97.5489,35.5659,1,99,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3006,2014,2014OK00032    ,Oklahoma,OK,BRIGHTMUSIC SOCIETY OF OKLAHOMA,Po Box 20254,oklahoma city,OK,73156-0254,     ,2,791219186,47,ART,2,,,2,2,Performing Arts  ,5,A,99,Not Arts Ed,147,7,30.0,,99,6766,2000,2000,14961,14961,3000.0,0,2000,0,-1,M,Cultural Series Organizat,Performance/Reading,Music,Engagement,5.0,,Oklahoma,,,,-1,-1,-1,3773,3773,-97.5489,35.5659,1,99,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3007,2014,2014OK00034    ,Oklahoma,OK,BRIGHTMUSIC SOCIETY OF OKLAHOMA,Po Box 20254,oklahoma city,OK,73156-0254,     ,2,791219186,47,ART,2,,,2,2,Performing Arts  ,5,A,99,Not Arts Ed,166,5,21.0,,99,2626,1000,1000,10553,10553,2500.0,0,1000,0,-1,M,Cultural Series Organizat,Performance/Reading,Music,Engagement,5.0,,Oklahoma,,,,-1,-1,-1,3775,3775,-97.5489,35.5659,1,99,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3008,2014,2014OK00030    ,Oklahoma,OK,BRIGHTMUSIC SOCIETY OF OKLAHOMA,Po Box 20254,oklahoma city,OK,73156-0254,     ,2,791219186,47,ART,2,,,2,2,Performing Arts  ,5,A,99,Not Arts Ed,282,7,45.0,,99,7441,2500,2500,17498,17498,3600.0,0,2500,0,-1,M,Cultural Series Organizat,Performance/Reading,Music,Engagement,5.0,,Oklahoma,,,,-1,-1,-1,3774,3774,-97.5489,35.5659,1,99,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3009,2014,2014OK00035    ,Oklahoma,OK,BRING BACK THE MUSIC,10724 N Kelley Ave,oklahoma city,OK,73131-2031,     ,2,968173455,17,ART,2,,,2,2,Performing Arts  ,12,"I,P",01A,Arts Ed: K-12,1150,10,640.0,,99,2500,2500,2500,5150,5150,0.0,0,2500,0,-1,M,Arts Service Organization,Arts Instruction,Music,Learning,5.0,,Oklahoma,,,,-1,-1,-1,4398,4398,-97.495879,35.579288,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3010,2014,2014OK00039    ,Oklahoma,OK,BROKEN ARROW ARTS AND HUMANITIES COUNCIL,Po Box 3876,broken arrow,OK,74013-3876,     ,2,790394535,16,ART,14,,,10,10,Other            ,5,,99,Not Arts Ed,235,32,0.0,,99,1725,780,1000,3240,3240,1680.0,0,1000,0,-1,M,Arts Council/Agency,Performance/Reading,Literature,Engagement,1.0,,Tulsa,,,,-1,-1,-1,3875,3875,-95.7905,36.04,1,99,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3011,2014,2014OK00038    ,Oklahoma,OK,BROKEN ARROW ARTS AND HUMANITIES COUNCIL,Po Box 3876,broken arrow,OK,74013-3876,     ,2,790394535,16,ART,14,,,14,14,Multidisciplinary,5,P,02D,Some AE: Adult,255,45,10.0,,99,2575,500,1250,4500,4500,300.0,0,1250,0,-1,M,Arts Council/Agency,Performance/Reading,Multidisciplinary,Engagement,1.0,,Tulsa,,,,-1,-1,-1,3862,3862,-95.7905,36.04,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3012,2014,2014OK00037    ,Oklahoma,OK,BROKEN ARROW ARTS AND HUMANITIES COUNCIL,Po Box 3876,broken arrow,OK,74013-3876,     ,2,790394535,16,ART,14,,,2,2,Performing Arts  ,5,P,02B,Some AE: Higher Ed,711,11,50.0,,99,8100,200,3500,13100,13100,400.0,0,3500,0,-1,M,Arts Council/Agency,Performance/Reading,Music,Engagement,1.0,,Tulsa,,,,-1,-1,-1,3857,3857,-95.7905,36.04,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3013,2014,2014OK00036    ,Oklahoma,OK,BROKEN ARROW ARTS AND HUMANITIES COUNCIL,Po Box 3876,broken arrow,OK,74013-3876,     ,2,790394535,16,ART,14,,,2,2,Performing Arts  ,5,,99,Not Arts Ed,487,12,25.0,,99,7300,2100,3750,11250,11250,650.0,0,3750,0,-1,M,Arts Council/Agency,Performance/Reading,Music,Livability,1.0,,Tulsa,,,,-1,-1,-1,3847,3847,-95.7905,36.04,1,99,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3014,2014,2014OK00041    ,Oklahoma,OK,BROKEN ARROW COMMUNITY PLAYHOUSE,Po Box 452,broken arrow,OK,74013-0452,     ,2,13742838,5,ART,4,,,4,4,Performing Arts  ,12,,99,Not Arts Ed,-1,0,0.0,,99,302,302,302,895,895,0.0,151,151,0,-1,M,Perf Group: Community,Arts Instruction,Theatre,Learning,1.0,,Tulsa,,,,-1,-1,-1,4298,4298,-95.7905,36.04,1,99,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3015,2014,2014OK00040    ,Oklahoma,OK,BROKEN ARROW COMMUNITY PLAYHOUSE,Po Box 452,broken arrow,OK,74013-0452,     ,2,13742838,5,ART,4,,,4,4,Performing Arts  ,5,,01D,Arts Ed: Adult,3838,66,490.0,,99,14790,14790,14790,43833,43833,0.0,7395,7395,0,-1,M,Perf Group: Community,Performance/Reading,Theatre,Engagement,1.0,,Tulsa,,,,-1,-1,-1,4297,4297,-95.7905,36.04,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3016,2014,2014OK00043    ,Oklahoma,OK,CANTERBURY CHORAL SOCIETY,428 W California Ave Ste 100,oklahoma city,OK,73102-2454,     ,2,958598948,5,ART,2,,,2,2,Performing Arts  ,12,,01A,Arts Ed: K-12,608,8,200.0,,99,11549,11549,11548,54486,54486,0.0,5774,5774,0,-1,M,Perf Group: Community,Arts Instruction,Music,Learning,5.0,,Oklahoma,,,,-1,-1,-1,4345,4345,-97.521474,35.465301,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3017,2014,2014OK00042    ,Oklahoma,OK,CANTERBURY CHORAL SOCIETY,428 W California Ave Ste 100,oklahoma city,OK,73102-2454,     ,2,958598948,5,ART,2,,,2,2,Performing Arts  ,5,,01D,Arts Ed: Adult,60996,661,335.0,,99,34647,34647,34647,163458,163458,0.0,12250,22397,0,-1,M,Perf Group: Community,Performance/Reading,Music,Engagement,5.0,,Oklahoma,,,,-1,-1,-1,4344,4344,-97.521474,35.465301,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3018,2014,2014OK00045    ,Oklahoma,OK,CARPENTER SQUARE THEATRE,806 W Main St,oklahoma city,OK,73106-7821,     ,2,145341426,5,ART,4,,,4,4,Performing Arts  ,5,Y,01A,Arts Ed: K-12,155,15,122.0,,99,1080,1080,1080,3823,3823,0.0,540,540,0,-1,M,Perf Group: Community,Performance/Reading,Theatre,Learning,5.0,,Oklahoma,,,,-1,-1,-1,4378,4378,-97.525894,35.467761,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
